City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Delhi,2017-01-09,300.0,141.88,266.86,64.33,24.76,0.77,42.66
Delhi,2017-01-10,305.0,108.26,239.51,59.2,19.1,0.71,36.04
Delhi,2017-01-11,337.0,146.04,314.69,67.72,21.36,0.79,29.92
Delhi,2017-01-12,417.0,216.73,423.24,79.35,20.33,0.95,32.17
Delhi,2017-01-13,426.0,232.37,426.02,85.07,24.71,1.03,33.09
Delhi,2017-01-14,439.0,309.28,318.52,84.75,11.7,0.37,29.53
Delhi,2017-01-15,382.0,222.66,281.83,63.97,17.67,0.45,24.93
Delhi,2017-01-16,397.0,188.08,284.88,60.94,20.6,0.93,33.86
Delhi,2017-01-17,330.0,177.67,206.63,51.44,18.44,0.63,36.21
Delhi,2017-01-18,358.0,218.63,268.67,66.94,20.52,0.7,34.21
Delhi,2017-01-19,376.0,227.68,225.03,55.95,20.86,0.6,34.42
Delhi,2017-01-20,334.0,217.55,207.03,63.7,22.23,0.6,39.1
Delhi,2017-01-21,387.0,349.98,226.74,63.36,17.93,0.03,18.33
Delhi,2017-01-22,446.0,286.6,360.04,63.71,18.75,0.09,19.1
Delhi,2017-01-23,379.0,189.45,277.25,67.27,20.61,0.53,20.57
Delhi,2017-01-24,375.0,230.94,386.49,92.12,24.56,1.3,37.93
Delhi,2017-01-25,450.0,241.78,370.37,88.02,23.95,1.08,40.58
Delhi,2017-01-26,340.0,135.87,166.57,50.39,22.04,0.32,34.78
Delhi,2017-01-27,203.0,74.92,80.21,42.24,18.11,0.35,36.05
Delhi,2017-01-28,236.0,109.13,144.49,45.82,18.1,0.44,36.87
Delhi,2017-01-29,252.0,132.35,171.91,46.68,18.12,0.35,39.39
Delhi,2017-01-30,302.0,166.71,276.2,65.43,20.29,0.83,36.47
Delhi,2017-01-31,358.0,214.23,316.16,82.78,22.81,0.79,35.58
Delhi,2017-02-01,317.0,136.02,251.31,64.08,19.51,0.9,34.75
Delhi,2017-02-02,387.0,198.24,410.79,93.86,18.84,1.26,36.78
Delhi,2017-02-03,438.0,194.99,427.02,88.38,19.98,1.26,39.02
Delhi,2017-02-04,407.0,186.65,324.14,62.01,17.04,0.92,43.9
Delhi,2017-02-05,312.0,146.49,286.46,49.57,18.3,0.84,44.68
Delhi,2017-02-06,367.0,176.04,414.89,60.62,17.23,1.03,35.21
Delhi,2017-02-07,263.0,77.85,218.27,55.29,16.07,0.62,36.12
Delhi,2017-02-08,287.0,129.1,325.78,69.98,17.2,0.83,34.28
Delhi,2017-02-09,346.0,133.12,303.04,67.24,20.84,0.75,36.78
Delhi,2017-02-10,314.0,120.43,272.12,62.77,20.09,0.68,35.09
Delhi,2017-02-11,314.0,129.09,275.18,58.31,17.55,0.54,31.87
Delhi,2017-02-12,314.0,166.55,250.37,56.97,19.9,0.38,31.11
Delhi,2017-02-13,298.0,130.62,268.92,73.3,21.25,0.79,36.88
Delhi,2017-02-14,319.0,168.96,358.24,81.51,21.87,0.87,35.28
Delhi,2017-02-15,382.0,183.98,386.01,82.14,21.26,0.78,31.92
Delhi,2017-02-16,352.0,163.86,335.5,78.82,21.02,0.72,31.57
Delhi,2017-02-17,309.0,112.02,330.9,72.55,19.33,0.71,32.42
Delhi,2017-02-18,301.0,107.13,352.54,71.98,19.29,0.66,30.24
Delhi,2017-02-19,274.0,109.38,364.83,68.84,18.33,0.78,29.1
Delhi,2017-02-20,313.0,126.74,406.49,67.45,23.96,1.06,35.07
Delhi,2017-02-21,310.0,106.92,303.47,60.72,19.57,0.7,33.71
Delhi,2017-02-22,258.0,93.03,270.3,65.62,19.84,0.8,38.35
Delhi,2017-02-23,238.0,182.29,158.96,55.22,13.77,0.27,44.58
Delhi,2017-02-24,449.0,451.25,104.82,42.2,6.64,0.0,55.11
Delhi,2017-02-25,516.0,425.22,103.74,46.64,8.41,0.0,55.2
Delhi,2017-02-26,520.0,328.23,198.09,59.34,17.55,0.41,31.79
Delhi,2017-02-27,363.0,178.5,255.65,72.8,21.66,0.8,35.64
Delhi,2017-02-28,362.0,149.73,382.34,94.66,28.15,1.42,38.79
Delhi,2017-03-01,397.0,127.9,359.47,79.46,24.07,0.92,45.24
Delhi,2017-03-02,280.0,114.68,300.55,69.08,23.53,0.47,35.22
Delhi,2017-03-03,206.0,67.83,181.19,56.64,19.69,0.57,32.02
Delhi,2017-03-04,190.0,82.32,196.84,60.55,22.03,0.57,27.77
Delhi,2017-03-05,210.0,90.6,229.62,61.48,25.34,0.69,31.88
Delhi,2017-03-06,201.0,91.6,242.14,64.99,26.91,0.76,30.68
Delhi,2017-03-07,243.0,112.41,307.78,65.16,30.7,0.89,34.43
Delhi,2017-03-08,267.0,134.4,224.36,49.88,24.14,0.43,35.35
Delhi,2017-03-09,245.0,106.45,142.78,39.68,20.15,0.23,45.45
Delhi,2017-03-10,165.0,68.88,106.39,33.32,17.93,0.21,47.51
Delhi,2017-03-11,102.0,37.49,110.65,32.0,19.4,0.25,47.14
Delhi,2017-03-12,159.0,64.42,169.87,32.11,20.11,0.26,42.82
Delhi,2017-03-13,174.0,74.58,182.79,27.78,19.33,0.24,34.2
Delhi,2017-03-14,270.0,102.46,284.27,34.28,22.37,0.4,34.99
Delhi,2017-03-15,397.0,112.71,319.97,42.06,23.96,0.45,32.01
Delhi,2017-03-16,371.0,125.8,348.95,42.18,23.59,0.52,31.9
Delhi,2017-03-17,328.0,114.07,288.64,38.7,21.42,0.65,32.6
Delhi,2017-03-18,254.0,96.39,267.96,46.65,22.29,0.6,33.42
Delhi,2017-03-19,342.0,120.43,350.42,51.65,22.89,0.81,31.83
Delhi,2017-03-20,367.0,121.21,332.73,49.53,22.25,0.77,30.92
Delhi,2017-03-21,400.0,128.51,365.67,51.94,24.38,0.83,28.61
Delhi,2017-03-22,390.0,120.88,405.64,69.31,28.88,0.58,20.88
Delhi,2017-03-23,417.0,151.17,342.53,70.55,27.21,0.55,31.7
Delhi,2017-03-24,359.0,149.42,282.88,79.52,22.09,0.68,19.74
Delhi,2017-03-25,309.0,168.23,254.71,83.82,15.18,0.31,22.26
Delhi,2017-03-26,292.0,118.34,247.77,78.84,14.85,0.31,23.14
Delhi,2017-03-27,278.0,156.38,218.98,79.24,17.55,0.33,23.49
Delhi,2017-03-28,320.0,152.66,289.95,85.54,18.24,0.42,18.81
Delhi,2017-03-29,350.0,113.62,311.56,75.87,17.26,0.45,15.36
Delhi,2017-03-30,234.0,69.44,204.22,76.28,23.72,0.37,14.88
Delhi,2017-03-31,233.0,91.19,285.69,84.22,20.48,0.41,22.61
Delhi,2017-04-01,341.0,105.71,291.02,81.75,20.05,0.52,22.94
Delhi,2017-04-02,259.0,83.36,210.86,77.96,19.33,0.42,34.73
Delhi,2017-04-03,204.0,70.62,192.27,83.8,24.03,0.37,32.92
Delhi,2017-04-04,220.0,84.4,234.82,73.67,24.14,0.39,31.95
Delhi,2017-04-05,255.0,47.67,207.72,64.65,19.75,0.32,29.86
Delhi,2017-04-06,211.0,62.44,252.48,67.13,17.21,0.3,30.66
Delhi,2017-04-07,428.0,150.76,543.0,74.99,27.69,0.35,35.44
Delhi,2017-04-08,497.0,151.25,410.15,77.6,33.4,0.48,36.52
Delhi,2017-04-09,289.0,68.88,190.42,68.1,22.78,0.27,52.48
Delhi,2017-04-10,285.0,129.15,237.88,72.06,21.85,0.29,54.89
Delhi,2017-04-11,368.0,146.59,253.07,71.58,24.49,0.33,45.45
Delhi,2017-04-12,304.0,107.69,309.37,61.17,32.76,0.64,33.49
Delhi,2017-04-13,377.0,163.97,375.82,87.79,43.82,1.06,27.66
Delhi,2017-04-14,418.0,184.69,371.87,110.15,50.31,1.1,43.31
Delhi,2017-04-15,355.0,176.54,343.62,102.4,42.8,1.0,28.5
Delhi,2017-04-16,416.0,175.23,409.95,102.55,62.6,1.12,40.1
Delhi,2017-04-17,403.0,145.22,389.03,102.55,42.39,0.75,35.43
Delhi,2017-04-18,415.0,152.84,400.78,88.05,44.15,0.4,28.65
Delhi,2017-04-19,412.0,136.35,356.47,80.08,41.33,0.67,32.02
Delhi,2017-04-20,394.0,152.99,324.19,93.15,37.38,0.9,49.2
Delhi,2017-04-21,357.0,130.13,409.7,103.25,30.82,0.54,56.86
Delhi,2017-04-22,291.0,110.54,263.66,93.8,30.82,0.0,56.86
Delhi,2017-04-23,244.0,103.42,260.82,75.05,29.4,0.28,55.86
Delhi,2017-04-24,287.0,99.09,266.24,61.32,31.95,1.09,42.6
Delhi,2017-04-25,254.0,96.07,287.92,69.59,39.9,0.63,50.43
Delhi,2017-04-26,242.0,72.31,189.5,72.94,29.27,0.63,38.6
Delhi,2017-04-27,223.0,93.14,271.06,73.49,46.69,0.72,41.04
Delhi,2017-04-28,243.0,109.36,271.94,68.76,39.58,0.86,33.66
Delhi,2017-04-29,237.0,126.74,303.75,85.21,54.52,1.1,40.95
Delhi,2017-04-30,275.0,80.81,234.05,65.55,46.62,0.71,57.8
Delhi,2017-05-01,183.0,85.8,211.83,70.38,56.64,1.05,42.85
Delhi,2017-05-02,370.0,198.2,313.23,108.48,50.78,1.41,58.08
Delhi,2017-05-03,419.0,145.74,367.73,97.21,54.83,1.06,43.78
Delhi,2017-05-04,317.0,109.91,302.02,67.76,34.97,0.83,45.95
Delhi,2017-05-05,455.0,207.4,429.32,75.66,46.67,0.99,50.69
Delhi,2017-05-06,435.0,204.56,363.53,92.19,51.7,1.5,43.3
Delhi,2017-05-07,468.0,220.77,376.33,92.34,45.39,2.08,42.33
Delhi,2017-05-08,442.0,183.82,392.34,94.19,52.99,1.34,39.49
Delhi,2017-05-09,400.0,109.76,334.65,65.21,36.94,0.64,43.99
Delhi,2017-05-10,223.0,74.42,242.54,46.48,35.61,0.6,61.69
Delhi,2017-05-11,220.0,94.28,263.87,62.22,44.94,0.85,68.53
Delhi,2017-05-12,474.0,216.96,500.59,70.84,65.5,0.89,66.7
Delhi,2017-05-13,479.0,198.09,356.85,87.53,53.24,1.17,63.83
Delhi,2017-05-14,373.0,121.76,334.51,70.37,44.98,0.89,41.08
Delhi,2017-05-15,354.0,135.54,381.35,75.55,46.16,0.7,34.75
Delhi,2017-05-16,349.0,123.21,375.15,54.83,41.96,0.57,52.5
Delhi,2017-05-17,264.0,78.18,287.99,47.84,39.01,0.4,48.38
Delhi,2017-05-18,188.0,126.04,279.92,50.3,55.11,0.41,52.39
Delhi,2017-05-19,294.0,139.1,329.12,58.93,41.31,0.71,45.33
Delhi,2017-05-20,334.0,233.82,352.76,59.74,36.26,0.9,46.67
Delhi,2017-05-21,505.0,178.44,505.07,52.38,40.4,0.88,49.89
Delhi,2017-05-22,349.0,110.1,386.67,63.7,35.36,0.99,40.92
Delhi,2017-05-23,421.0,118.43,326.02,84.21,37.55,0.89,39.59
Delhi,2017-05-24,238.0,107.37,252.35,80.72,42.21,0.47,39.1
Delhi,2017-05-25,204.0,113.9,222.88,65.71,41.43,0.56,30.8
Delhi,2017-05-26,289.0,103.75,301.57,79.07,41.4,0.65,53.9
Delhi,2017-05-27,236.0,69.88,317.07,50.12,38.55,0.53,53.22
Delhi,2017-05-28,148.0,40.33,150.34,45.6,31.5,0.49,57.01
Delhi,2017-05-29,94.0,48.95,150.23,55.2,26.99,0.54,49.0
Delhi,2017-05-30,130.0,63.27,174.62,64.11,26.15,0.5,54.23
Delhi,2017-05-31,123.0,56.38,137.62,69.98,21.94,0.83,50.95
Delhi,2017-06-01,192.0,95.23,257.16,97.33,23.0,1.08,65.67
Delhi,2017-06-02,324.0,123.44,354.35,131.55,24.75,1.08,45.77
Delhi,2017-06-03,357.0,122.2,362.94,119.37,23.23,1.1,42.56
Delhi,2017-06-04,393.0,121.1,436.35,92.68,22.69,0.72,29.97
Delhi,2017-06-05,302.0,71.89,320.91,64.07,18.63,0.56,20.67
Delhi,2017-06-06,239.0,80.37,348.79,57.63,16.51,0.56,26.41
Delhi,2017-06-07,210.0,40.87,233.62,70.77,23.51,0.29,39.61
Delhi,2017-06-08,77.0,41.83,233.62,79.9,23.51,0.0,39.61
Delhi,2017-06-09,89.0,66.73,295.56,76.52,23.51,0.0,39.61
Delhi,2017-06-10,143.0,64.63,295.56,80.04,23.51,0.0,39.61
Delhi,2017-09-26,131.0,66.12,114.15,27.52,7.13,0.6,30.45
Delhi,2017-09-27,165.0,80.94,125.39,21.39,6.62,0.61,29.26
Delhi,2017-09-28,176.0,75.4,102.91,38.55,6.08,0.43,34.06
Delhi,2017-09-29,172.0,89.38,140.94,29.45,7.17,0.45,40.26
Delhi,2017-09-30,137.0,74.2,125.73,26.08,6.64,0.3,38.44
Delhi,2017-10-01,131.0,68.47,120.56,28.66,3.46,0.46,32.9
Delhi,2017-10-02,132.0,63.41,128.15,25.2,2.94,0.43,30.1
Delhi,2017-10-03,115.0,69.45,127.48,26.09,5.81,0.2,34.34
Delhi,2017-10-04,151.0,76.81,138.81,28.99,11.7,0.19,35.79
Delhi,2017-10-05,180.0,75.73,125.31,24.45,11.96,0.27,36.81
Delhi,2017-10-06,183.0,79.81,111.43,27.44,13.91,0.33,38.67
Delhi,2017-10-07,193.0,70.98,151.15,25.61,22.29,0.32,34.44
Delhi,2017-10-08,224.0,102.2,155.03,24.51,24.0,0.24,35.32
Delhi,2017-10-09,268.0,107.63,173.87,27.06,23.51,0.24,31.11
Delhi,2017-10-10,253.0,105.88,158.68,31.67,7.6,0.26,30.89
Delhi,2017-10-11,208.0,104.45,122.3,30.92,6.57,0.25,29.67
Delhi,2017-10-12,211.0,106.85,186.91,31.1,7.65,0.33,35.14
Delhi,2017-10-13,246.0,137.42,207.87,29.16,9.36,0.33,37.98
Delhi,2017-10-14,319.0,147.07,208.87,30.14,14.64,0.37,42.39
Delhi,2017-10-15,317.0,147.83,195.47,30.0,14.31,0.33,37.15
Delhi,2017-10-16,310.0,152.61,213.98,58.53,23.09,1.02,30.49
Delhi,2017-10-17,313.0,121.7,212.35,57.08,17.44,1.36,30.46
Delhi,2017-10-18,310.0,152.16,204.03,63.15,27.42,1.05,35.86
Delhi,2017-10-19,336.0,176.17,259.0,53.51,22.15,1.18,36.35
Delhi,2017-10-20,497.0,426.52,387.13,54.76,36.85,1.06,41.14
Delhi,2017-10-21,404.0,213.12,317.52,50.13,20.55,1.46,34.52
Delhi,2017-10-22,338.0,146.01,201.91,55.88,24.42,0.93,34.88
Delhi,2017-10-23,327.0,163.35,242.73,64.25,27.79,1.45,52.91
Delhi,2017-10-24,366.0,188.24,331.64,81.33,23.19,1.51,86.13
Delhi,2017-10-25,357.0,203.03,326.46,80.62,23.77,1.01,106.16
Delhi,2017-10-26,328.0,178.91,290.41,90.56,24.12,1.15,99.71
Delhi,2017-10-27,345.0,167.54,293.68,65.44,21.24,0.98,82.93
Delhi,2017-10-28,379.0,198.37,329.05,84.45,27.88,0.9,110.71
Delhi,2017-10-29,362.0,187.82,300.92,60.61,25.08,1.16,83.99
Delhi,2017-10-30,340.0,196.37,308.22,69.51,23.68,1.47,88.38
Delhi,2017-10-31,366.0,211.64,323.45,53.08,19.36,1.84,65.34
Delhi,2017-11-01,344.0,179.17,265.9,46.83,16.01,1.13,56.79
Delhi,2017-11-02,305.0,160.69,227.41,47.7,17.19,1.4,61.91
Delhi,2017-11-03,310.0,168.16,239.73,46.49,15.29,1.31,62.16
Delhi,2017-11-04,345.0,190.33,292.7,47.28,18.87,1.83,73.16
Delhi,2017-11-05,370.0,209.61,334.64,60.56,19.55,2.33,86.74
Delhi,2017-11-06,377.0,216.53,330.27,57.27,18.74,1.94,72.82
Delhi,2017-11-07,532.0,517.93,654.68,65.17,15.29,2.37,56.06
Delhi,2017-11-08,675.0,639.19,796.88,77.51,20.46,2.74,55.51
Delhi,2017-11-09,677.0,495.9,652.21,81.67,15.68,2.37,86.62
Delhi,2017-11-10,597.0,370.73,496.48,80.73,17.84,2.45,104.94
Delhi,2017-11-11,471.0,363.77,511.44,78.61,17.8,2.32,95.54
Delhi,2017-11-12,613.0,465.08,622.4,70.1,13.94,2.44,88.03
Delhi,2017-11-13,561.0,354.56,498.63,65.77,15.58,2.33,94.42
Delhi,2017-11-14,444.0,254.36,365.91,56.46,13.67,1.74,69.5
Delhi,2017-11-15,378.0,192.04,279.26,57.85,19.24,1.64,60.28
Delhi,2017-11-16,357.0,191.57,278.95,53.86,22.89,1.55,62.01
Delhi,2017-11-17,330.0,150.79,220.08,47.38,16.32,1.51,47.92
Delhi,2017-11-18,309.0,143.51,202.59,43.91,13.3,1.16,37.68
Delhi,2017-11-19,297.0,128.65,190.51,45.6,15.12,1.2,47.8
Delhi,2017-11-20,329.0,171.34,249.28,52.73,13.7,1.3,54.08
Delhi,2017-11-21,341.0,178.08,253.38,54.75,15.02,1.52,57.13
Delhi,2017-11-22,348.0,177.41,258.11,54.64,18.13,1.51,57.6
Delhi,2017-11-23,340.0,175.56,251.23,55.04,18.32,1.55,54.34
Delhi,2017-11-24,348.0,187.97,256.92,64.15,19.2,1.65,54.02
Delhi,2017-11-25,347.0,185.31,268.09,76.48,17.95,1.74,48.1
Delhi,2017-11-26,368.0,224.37,338.82,67.6,21.01,1.97,44.82
Delhi,2017-11-27,382.0,198.34,328.09,68.93,18.95,1.64,41.09
Delhi,2017-11-28,360.0,167.74,290.47,62.53,19.39,1.76,34.78
Delhi,2017-11-29,359.0,215.17,327.64,75.37,20.1,2.31,40.91
Delhi,2017-11-30,388.0,219.84,344.17,57.73,16.83,2.11,44.4
Delhi,2017-12-01,377.0,190.45,309.07,56.83,17.59,1.83,31.62
Delhi,2017-12-02,356.0,208.87,324.46,65.66,20.17,2.1,36.62
Delhi,2017-12-03,384.0,240.87,359.22,65.83,19.92,2.28,37.61
Delhi,2017-12-04,415.0,261.82,390.1,65.49,20.17,2.49,32.64
Delhi,2017-12-05,404.0,230.56,358.86,64.61,18.29,2.41,50.69
Delhi,2017-12-06,330.0,120.91,210.21,51.02,20.88,1.65,43.68
Delhi,2017-12-07,215.0,88.95,170.12,45.83,18.17,1.49,41.43
Delhi,2017-12-08,220.0,115.08,204.38,53.85,21.69,1.56,50.26
Delhi,2017-12-09,312.0,165.76,268.35,70.14,24.22,1.77,68.58
Delhi,2017-12-10,389.0,230.34,341.87,83.94,25.97,2.18,90.07
Delhi,2017-12-11,406.0,218.87,338.45,71.25,24.39,2.28,66.07
Delhi,2017-12-12,280.0,109.18,152.76,45.94,11.71,1.51,38.75
Delhi,2017-12-13,263.0,134.99,203.48,40.27,10.81,1.34,46.28
Delhi,2017-12-14,276.0,126.67,189.9,36.59,11.18,1.31,42.19
Delhi,2017-12-15,292.0,127.57,194.15,34.73,9.69,1.28,38.04
Delhi,2017-12-16,228.0,100.72,152.72,29.84,4.98,1.06,23.98
Delhi,2017-12-17,195.0,95.58,163.65,37.37,12.68,1.2,36.4
Delhi,2017-12-18,223.0,115.19,189.64,45.8,16.97,1.28,45.37
Delhi,2017-12-19,291.0,168.33,257.19,54.84,23.03,1.48,49.68
Delhi,2017-12-20,378.0,283.24,410.74,66.41,25.0,1.91,67.35
Delhi,2017-12-21,467.0,293.14,435.23,61.63,22.54,1.45,66.06
Delhi,2017-12-22,370.0,157.72,241.38,50.73,20.47,1.17,48.84
Delhi,2017-12-23,253.0,117.72,181.59,50.97,19.95,1.54,43.85
Delhi,2017-12-24,309.0,203.18,301.71,66.65,23.73,1.74,59.85
Delhi,2017-12-25,398.0,259.0,368.35,58.92,23.76,1.68,56.1
Delhi,2017-12-26,372.0,224.42,326.11,57.6,22.1,1.57,38.93
Delhi,2017-12-27,379.0,224.27,317.87,65.61,23.17,1.69,58.98
Delhi,2017-12-28,398.0,249.17,362.39,70.25,25.51,1.86,66.0
Delhi,2017-12-29,399.0,227.28,347.63,59.7,25.54,1.7,61.36
Delhi,2017-12-30,421.0,273.56,401.15,60.4,21.01,1.96,61.73
Delhi,2017-12-31,451.0,306.17,445.58,66.97,17.97,1.95,76.45
Delhi,2018-01-01,462.0,303.41,415.09,63.92,18.58,1.8,68.75
Delhi,2018-01-02,439.0,277.48,422.59,53.73,12.43,1.52,68.68
Delhi,2018-01-03,405.0,217.01,336.87,52.24,10.28,1.29,54.94
Delhi,2018-01-04,394.0,248.54,377.61,61.57,14.42,1.36,66.31
Delhi,2018-01-05,398.0,240.42,360.99,54.8,13.2,1.38,48.57
Delhi,2018-01-06,403.0,252.57,378.9,59.12,18.15,1.59,39.65
Delhi,2018-01-07,384.0,191.66,292.74,47.02,16.27,1.3,57.39
Delhi,2018-01-08,314.0,152.98,259.13,51.6,17.15,1.33,54.55
Delhi,2018-01-09,373.0,233.1,355.21,66.19,21.82,1.54,66.79
Delhi,2018-01-10,366.0,186.26,294.24,60.21,18.98,1.4,58.51
Delhi,2018-01-11,318.0,154.64,243.95,63.57,17.4,1.47,56.22
Delhi,2018-01-12,306.0,168.87,281.06,65.3,24.03,1.56,62.37
Delhi,2018-01-13,370.0,230.5,355.43,61.28,24.28,2.12,75.14
Delhi,2018-01-14,365.0,191.47,308.74,54.37,22.47,1.72,64.8
Delhi,2018-01-15,352.0,177.71,309.85,52.51,19.12,1.42,59.73
Delhi,2018-01-16,278.0,133.56,231.04,46.86,19.06,1.36,54.0
Delhi,2018-01-17,350.0,235.06,353.55,47.86,14.48,1.61,64.1
Delhi,2018-01-18,411.0,276.25,428.08,55.08,21.02,2.04,72.89
Delhi,2018-01-19,451.0,253.7,398.16,49.45,22.27,1.82,73.6
Delhi,2018-01-20,351.0,152.33,252.92,38.87,14.45,1.31,43.18
Delhi,2018-01-21,310.0,153.61,274.5,44.09,16.91,1.51,41.49
Delhi,2018-01-22,362.0,202.11,352.68,56.45,21.64,1.87,68.33
Delhi,2018-01-23,343.0,160.79,248.48,47.26,14.25,1.43,48.67
Delhi,2018-01-24,286.0,130.16,192.19,35.33,11.9,1.32,42.04
Delhi,2018-01-25,267.0,111.75,167.31,40.13,6.84,1.37,43.99
Delhi,2018-01-26,263.0,128.45,207.66,38.17,7.99,1.43,44.09
Delhi,2018-01-27,284.0,155.2,271.1,45.14,7.94,1.4,56.12
Delhi,2018-01-28,334.0,150.96,248.26,47.6,10.26,1.85,54.01
Delhi,2018-01-29,332.0,162.48,272.45,54.51,12.61,1.96,60.56
Delhi,2018-01-30,300.0,126.84,212.59,47.59,14.47,2.0,56.85
Delhi,2018-01-31,271.0,123.48,205.56,45.46,11.35,2.52,53.7
Delhi,2018-02-01,293.0,157.33,298.58,63.88,18.67,1.62,60.7
Delhi,2018-02-02,318.0,140.35,282.16,54.28,12.25,1.49,52.12
Delhi,2018-02-03,277.0,115.05,239.61,51.46,14.2,1.29,52.29
Delhi,2018-02-04,284.0,133.8,252.13,46.74,13.2,1.3,52.23
Delhi,2018-02-05,313.0,163.6,308.37,63.42,14.77,1.33,43.11
Delhi,2018-02-06,324.0,143.29,274.72,56.51,14.94,1.21,41.11
Delhi,2018-02-07,287.0,131.49,246.92,54.53,14.58,1.18,49.34
Delhi,2018-02-08,334.0,186.19,338.61,74.83,13.8,1.75,45.91
Delhi,2018-02-09,375.0,203.33,348.94,74.5,14.35,1.7,49.11
Delhi,2018-02-10,378.0,209.7,373.06,99.06,13.77,2.55,53.31
Delhi,2018-02-11,350.0,148.13,300.96,62.4,14.45,1.56,43.54
Delhi,2018-02-12,218.0,72.36,153.11,33.08,8.58,0.97,37.47
Delhi,2018-02-13,189.0,103.93,170.12,46.48,10.25,1.21,38.83
Delhi,2018-02-14,217.0,76.92,149.43,34.92,9.03,0.96,38.43
Delhi,2018-02-15,189.0,94.49,173.59,38.54,11.47,1.03,40.95
Delhi,2018-02-16,248.0,123.19,219.11,48.33,12.49,1.21,38.4
Delhi,2018-02-17,277.0,127.8,244.27,49.9,15.01,1.27,44.13
Delhi,2018-02-18,284.0,127.27,234.67,50.94,12.17,1.36,45.75
Delhi,2018-02-19,321.0,172.55,315.75,71.76,15.25,1.96,49.74
Delhi,2018-02-20,335.0,167.16,317.53,68.29,14.53,1.89,51.27
Delhi,2018-02-21,347.0,172.99,346.46,92.54,13.97,2.42,57.47
Delhi,2018-02-22,333.0,159.67,313.47,66.4,15.89,1.8,47.69
Delhi,2018-02-23,331.0,163.75,333.99,70.77,16.26,1.81,48.62
Delhi,2018-02-24,347.0,164.2,349.29,62.66,15.09,1.52,55.26
Delhi,2018-02-25,317.0,106.26,222.46,42.88,14.34,1.0,43.87
Delhi,2018-02-26,170.0,67.27,156.72,33.59,9.64,0.88,43.19
Delhi,2018-02-27,167.0,85.53,178.51,43.12,10.72,1.15,40.51
Delhi,2018-02-28,274.0,143.25,279.26,52.5,14.52,1.47,46.16
Delhi,2018-03-01,293.0,120.71,256.86,51.74,14.9,1.43,40.69
Delhi,2018-03-02,300.0,139.18,253.32,50.64,11.52,1.64,45.55
Delhi,2018-03-03,244.0,98.25,205.92,41.07,12.93,1.18,38.38
Delhi,2018-03-04,205.0,79.83,182.26,39.02,12.95,0.99,34.95
Delhi,2018-03-05,180.0,76.96,164.74,39.58,12.7,0.99,40.45
Delhi,2018-03-06,170.0,75.45,163.52,37.92,12.99,0.94,44.99
Delhi,2018-03-07,192.0,87.62,178.53,45.6,13.23,1.11,45.24
Delhi,2018-03-08,262.0,139.88,283.57,79.5,16.98,1.84,57.76
Delhi,2018-03-09,316.0,134.76,274.89,65.86,18.68,1.64,52.43
Delhi,2018-03-10,207.0,75.67,171.69,39.85,14.8,0.95,41.74
Delhi,2018-03-11,179.0,88.3,183.74,41.81,15.41,1.08,46.28
Delhi,2018-03-12,236.0,105.29,223.67,45.32,17.48,1.18,44.49
Delhi,2018-03-13,241.0,109.22,245.66,56.5,17.22,1.54,43.79
Delhi,2018-03-14,287.0,116.62,328.98,64.82,17.39,1.63,48.03
Delhi,2018-03-15,314.0,108.98,314.72,48.86,16.08,1.23,37.77
Delhi,2018-03-16,269.0,111.67,256.67,41.48,16.61,1.09,43.04
Delhi,2018-03-17,218.0,81.57,170.16,32.61,13.63,1.09,37.89
Delhi,2018-03-18,177.0,82.15,173.07,31.72,17.22,1.2,45.83
Delhi,2018-03-19,177.0,81.93,197.13,43.85,16.95,1.1,44.89
Delhi,2018-03-20,224.0,109.99,249.2,55.71,20.52,1.42,51.95
Delhi,2018-03-21,302.0,133.53,280.94,45.33,24.36,1.36,52.82
Delhi,2018-03-22,226.0,83.4,176.02,33.49,17.14,1.0,45.99
Delhi,2018-03-23,171.0,64.2,151.45,34.53,12.75,0.89,46.6
Delhi,2018-03-24,183.0,78.4,186.62,37.32,14.56,0.91,50.02
Delhi,2018-03-25,202.0,85.34,190.95,34.66,15.57,0.96,54.47
Delhi,2018-03-26,203.0,85.9,198.67,41.2,16.28,1.06,52.72
Delhi,2018-03-27,246.0,111.26,256.4,60.75,18.5,1.52,49.55
Delhi,2018-03-28,293.0,117.78,280.25,71.04,16.27,1.74,57.85
Delhi,2018-03-29,238.0,95.98,217.49,41.56,16.53,1.01,57.43
Delhi,2018-03-30,234.0,96.45,241.13,45.84,15.95,1.11,58.75
Delhi,2018-03-31,269.0,101.59,292.49,44.76,16.59,1.17,67.56
Delhi,2018-04-01,217.0,75.14,199.8,37.97,14.13,1.01,68.76
Delhi,2018-04-02,217.0,96.38,241.96,48.52,16.54,1.22,64.33
Delhi,2018-04-03,239.0,101.18,252.21,51.63,17.36,1.28,67.6
Delhi,2018-04-04,244.0,111.82,262.69,52.51,16.58,1.44,65.46
Delhi,2018-04-05,329.0,152.56,337.64,60.24,19.67,1.76,64.73
Delhi,2018-04-06,271.0,100.5,231.2,44.92,19.96,1.42,54.04
Delhi,2018-04-07,170.0,48.46,132.97,36.94,10.48,1.12,54.42
Delhi,2018-04-08,142.0,50.27,137.52,34.29,10.5,1.09,56.29
Delhi,2018-04-09,133.0,49.56,123.41,39.45,10.77,1.35,42.76
