City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Delhi,2018-04-10,205.0,93.89,251.98,45.16,12.65,1.57,60.94
Delhi,2018-04-11,179.0,48.61,125.53,32.33,11.21,0.99,46.34
Delhi,2018-04-12,135.0,46.21,109.03,40.94,10.07,1.3,48.2
Delhi,2018-04-13,201.0,83.96,196.02,54.68,13.37,1.78,47.74
Delhi,2018-04-14,233.0,97.16,235.01,59.41,15.77,2.12,47.69
Delhi,2018-04-15,240.0,107.36,258.52,67.79,17.56,2.26,53.47
Delhi,2018-04-16,296.0,119.75,334.05,76.17,21.02,2.51,55.85
Delhi,2018-04-17,266.0,81.97,260.67,57.84,13.57,1.56,49.19
Delhi,2018-04-18,216.0,73.44,256.18,40.44,13.29,1.04,51.01
Delhi,2018-04-19,242.0,89.49,282.24,51.78,16.76,1.19,53.3
Delhi,2018-04-20,271.0,100.01,385.04,40.56,15.55,0.91,48.98
Delhi,2018-04-21,444.0,119.24,480.07,30.99,12.08,0.89,61.05
Delhi,2018-04-22,302.0,62.06,208.53,31.63,16.92,0.85,60.81
Delhi,2018-04-23,197.0,76.11,219.94,39.43,12.89,1.03,63.78
Delhi,2018-04-24,242.0,108.64,274.05,57.07,17.01,1.28,59.45
Delhi,2018-04-25,287.0,117.56,313.41,82.47,15.1,2.02,48.81
Delhi,2018-04-26,329.0,142.82,397.1,78.5,17.89,2.09,65.07
Delhi,2018-04-27,351.0,107.47,336.49,49.86,12.96,1.41,69.49
Delhi,2018-04-28,288.0,84.13,316.52,36.11,12.38,1.14,75.5
Delhi,2018-04-29,259.0,89.1,259.12,42.57,16.1,1.26,69.07
Delhi,2018-04-30,221.0,79.3,214.51,46.42,11.9,1.12,60.39
Delhi,2018-05-01,173.0,54.88,165.91,33.37,8.8,0.81,65.54
Delhi,2018-05-02,161.0,66.74,189.28,34.14,7.65,1.02,64.55
Delhi,2018-05-03,167.0,47.25,153.75,31.77,9.52,1.23,50.16
Delhi,2018-05-04,146.0,49.09,123.82,30.44,9.06,1.17,59.09
Delhi,2018-05-05,174.0,74.82,196.76,46.75,11.85,1.74,59.48
Delhi,2018-05-06,280.0,110.48,290.63,53.69,14.61,2.05,57.57
Delhi,2018-05-07,243.0,111.95,302.1,54.75,16.31,2.2,57.48
Delhi,2018-05-08,252.0,61.0,177.71,27.66,6.97,1.31,61.42
Delhi,2018-05-09,168.0,71.99,177.76,46.09,12.35,1.46,53.1
Delhi,2018-05-10,218.0,93.45,215.34,52.15,12.02,2.41,57.78
Delhi,2018-05-11,292.0,132.39,315.8,65.41,16.58,2.73,65.24
Delhi,2018-05-12,330.0,144.33,353.5,74.13,17.75,3.2,67.9
Delhi,2018-05-13,285.0,80.64,236.35,31.22,11.48,2.1,67.88
Delhi,2018-05-14,174.0,49.22,137.39,40.3,11.3,2.05,56.2
Delhi,2018-05-15,173.0,67.23,177.03,39.81,11.9,1.91,62.52
Delhi,2018-05-16,194.0,78.74,221.21,41.79,9.25,1.11,54.41
Delhi,2018-05-17,240.0,105.99,288.92,44.14,13.61,0.85,70.39
Delhi,2018-05-18,254.0,96.96,241.99,53.88,13.97,1.07,58.67
Delhi,2018-05-19,270.0,103.98,284.44,65.52,12.48,1.46,57.66
Delhi,2018-05-20,231.0,83.66,228.61,45.88,12.65,1.08,55.77
Delhi,2018-05-21,208.0,71.25,209.67,42.68,12.73,0.91,60.27
Delhi,2018-05-22,207.0,91.16,243.14,59.07,15.56,1.17,59.41
Delhi,2018-05-23,306.0,129.23,324.0,77.28,17.57,1.66,59.46
Delhi,2018-05-24,303.0,114.13,298.07,57.51,17.78,1.34,53.43
Delhi,2018-05-25,260.0,83.88,249.82,59.34,12.73,1.31,48.95
Delhi,2018-05-26,244.0,103.02,263.49,64.88,14.9,1.47,49.85
Delhi,2018-05-27,268.0,97.37,314.96,58.31,11.59,1.1,56.75
Delhi,2018-05-28,276.0,117.56,290.96,54.01,15.54,1.33,59.11
Delhi,2018-05-29,303.0,112.6,312.18,60.34,11.93,1.4,59.1
Delhi,2018-05-30,272.0,65.76,295.94,33.21,8.58,0.95,59.9
Delhi,2018-05-31,223.0,71.99,235.22,40.76,9.71,1.0,50.6
Delhi,2018-06-01,196.0,79.98,233.97,30.14,8.24,0.81,58.87
Delhi,2018-06-02,183.0,52.6,154.66,29.28,9.08,0.98,60.12
Delhi,2018-06-03,154.0,59.52,140.21,31.51,7.79,0.84,57.87
Delhi,2018-06-04,170.0,64.42,179.31,30.68,8.14,0.81,57.03
Delhi,2018-06-05,160.0,61.72,152.57,27.67,7.51,0.82,48.46
Delhi,2018-06-06,146.0,57.68,159.45,31.11,9.34,0.88,48.47
Delhi,2018-06-07,166.0,73.77,165.33,33.8,10.1,0.96,60.18
Delhi,2018-06-08,180.0,76.78,196.34,31.27,7.75,0.95,54.22
Delhi,2018-06-09,153.0,52.79,136.75,27.39,6.41,0.9,41.95
Delhi,2018-06-10,153.0,67.02,141.09,34.23,7.35,0.93,45.16
Delhi,2018-06-11,186.0,73.22,218.14,34.85,6.94,0.9,46.66
Delhi,2018-06-12,285.0,141.28,497.9,31.72,8.73,0.87,37.85
Delhi,2018-06-13,453.0,261.77,743.98,25.75,6.91,0.77,27.45
Delhi,2018-06-14,522.0,225.49,761.91,25.37,7.22,0.72,43.38
Delhi,2018-06-15,593.0,153.28,613.34,24.61,7.31,0.7,40.15
Delhi,2018-06-16,531.0,127.32,516.85,25.0,7.29,0.68,45.76
Delhi,2018-06-17,384.0,84.47,289.18,22.78,6.18,0.68,44.56
Delhi,2018-06-18,179.0,61.06,166.71,26.68,7.71,0.77,46.41
Delhi,2018-06-19,146.0,52.76,152.06,26.52,6.5,0.68,53.39
Delhi,2018-06-20,175.0,67.55,201.22,33.71,10.05,0.77,60.2
Delhi,2018-06-21,221.0,76.98,273.16,34.82,9.73,0.75,66.75
Delhi,2018-06-22,249.0,83.98,247.55,45.06,12.38,0.99,64.38
Delhi,2018-06-23,228.0,81.33,242.29,44.23,11.68,0.96,66.18
Delhi,2018-06-24,194.0,54.15,163.89,34.98,13.73,0.77,59.17
Delhi,2018-06-25,168.0,46.9,155.61,34.92,12.17,0.74,39.06
Delhi,2018-06-26,128.0,29.98,92.12,34.16,13.16,0.72,33.09
Delhi,2018-06-27,126.0,52.48,111.4,31.0,10.43,0.84,44.04
Delhi,2018-06-28,99.0,30.07,71.42,29.01,8.48,0.76,33.17
Delhi,2018-06-29,90.0,37.11,84.12,30.43,9.36,0.87,31.43
Delhi,2018-06-30,113.0,41.41,103.75,32.89,9.55,0.91,31.21
Delhi,2018-07-01,102.0,34.18,97.81,28.46,8.53,0.78,28.09
Delhi,2018-07-02,111.0,34.24,122.23,25.74,8.82,0.65,33.79
Delhi,2018-07-03,122.0,44.55,109.65,37.27,10.11,0.86,39.78
Delhi,2018-07-04,128.0,45.76,113.75,31.17,10.14,0.78,45.71
Delhi,2018-07-05,130.0,50.41,133.6,38.05,11.14,0.95,41.14
Delhi,2018-07-06,147.0,57.12,163.19,36.71,10.27,0.94,40.01
Delhi,2018-07-07,155.0,61.93,158.13,34.43,10.4,0.9,53.82
Delhi,2018-07-08,176.0,68.2,179.05,39.85,11.6,0.98,65.27
Delhi,2018-07-09,168.0,70.48,169.96,35.14,11.0,0.93,54.8
Delhi,2018-07-10,140.0,47.48,112.45,28.19,10.92,0.81,43.89
Delhi,2018-07-11,111.0,39.78,102.39,31.82,11.26,0.84,34.6
Delhi,2018-07-12,130.0,46.53,127.08,34.22,10.92,0.76,45.16
Delhi,2018-07-13,109.0,28.44,61.6,31.94,10.69,0.88,26.96
Delhi,2018-07-14,96.0,33.82,70.35,31.63,11.13,0.84,29.2
Delhi,2018-07-15,92.0,37.76,78.42,28.9,10.64,0.78,28.01
Delhi,2018-07-16,95.0,37.32,83.03,33.31,9.51,0.96,23.59
Delhi,2018-07-17,105.0,34.26,84.78,30.73,10.2,0.87,31.96
Delhi,2018-07-18,114.0,37.76,97.11,29.45,11.04,0.82,32.43
Delhi,2018-07-19,106.0,35.04,83.54,27.41,11.14,0.8,31.96
Delhi,2018-07-20,90.0,37.26,80.33,33.46,10.4,0.89,24.18
Delhi,2018-07-21,114.0,50.21,95.93,36.48,11.2,0.97,32.23
Delhi,2018-07-22,87.0,25.81,47.63,27.55,9.85,0.83,24.91
Delhi,2018-07-23,80.0,32.39,69.73,28.74,10.43,0.81,26.11
Delhi,2018-07-24,101.0,39.3,94.8,29.15,10.78,0.83,34.46
Delhi,2018-07-25,90.0,34.7,80.13,27.58,9.99,0.81,21.39
Delhi,2018-07-26,90.0,32.22,57.98,25.1,9.27,0.89,18.6
Delhi,2018-07-27,68.0,21.75,35.79,23.41,9.13,0.91,19.82
Delhi,2018-07-28,71.0,37.69,67.2,21.59,9.55,0.73,24.11
Delhi,2018-07-29,100.0,44.03,116.89,25.02,9.37,0.74,26.19
Delhi,2018-07-30,122.0,39.89,122.86,25.06,8.96,0.8,28.09
Delhi,2018-07-31,135.0,50.59,165.4,28.84,9.12,0.91,27.81
Delhi,2018-08-01,155.0,55.77,195.09,26.14,9.71,0.94,29.94
Delhi,2018-08-02,215.0,71.5,268.29,25.2,10.22,0.86,29.3
Delhi,2018-08-03,228.0,65.46,248.8,26.08,9.48,0.78,28.1
Delhi,2018-08-04,215.0,69.75,264.97,28.77,9.61,0.76,29.61
Delhi,2018-08-05,234.0,63.57,246.89,24.82,9.86,0.71,25.4
Delhi,2018-08-06,166.0,50.64,131.76,26.59,9.4,0.9,27.42
Delhi,2018-08-07,123.0,44.54,110.19,26.15,10.65,0.98,32.06
Delhi,2018-08-08,108.0,36.7,76.04,25.24,9.47,1.02,31.12
Delhi,2018-08-09,102.0,36.84,91.15,24.98,9.85,0.89,34.11
Delhi,2018-08-10,111.0,46.24,115.63,34.82,9.66,1.11,31.83
Delhi,2018-08-11,106.0,32.72,98.26,24.06,8.84,0.7,27.66
Delhi,2018-08-12,92.0,25.7,83.58,23.5,9.09,0.66,23.92
Delhi,2018-08-13,102.0,32.75,106.03,25.04,9.26,0.84,27.7
Delhi,2018-08-14,122.0,46.85,126.7,29.49,9.86,1.09,32.47
Delhi,2018-08-15,128.0,43.0,117.21,23.72,8.85,0.84,34.04
Delhi,2018-08-16,109.0,36.49,88.06,29.32,10.43,1.21,31.87
Delhi,2018-08-17,109.0,32.98,80.82,24.58,9.26,0.98,30.62
Delhi,2018-08-18,90.0,32.11,77.4,26.17,10.05,0.88,30.9
Delhi,2018-08-19,100.0,47.01,96.0,31.85,11.4,1.07,32.1
Delhi,2018-08-20,138.0,61.1,125.39,32.54,10.88,1.18,39.36
Delhi,2018-08-21,105.0,30.98,77.56,27.85,11.99,1.02,31.02
Delhi,2018-08-22,91.0,29.75,74.91,28.18,11.43,0.9,25.33
Delhi,2018-08-23,86.0,31.19,73.3,24.72,10.82,0.82,18.25
Delhi,2018-08-24,89.0,23.71,88.0,24.6,10.4,0.8,19.29
Delhi,2018-08-25,100.0,21.96,82.69,22.78,10.9,0.68,20.69
Delhi,2018-08-26,85.0,23.96,77.21,19.92,10.31,0.6,24.77
Delhi,2018-08-27,82.0,24.78,56.62,23.6,10.82,0.78,26.5
Delhi,2018-08-28,81.0,29.26,58.76,25.52,10.84,0.85,21.91
Delhi,2018-08-29,88.0,36.06,65.58,26.12,10.23,0.9,21.53
Delhi,2018-08-30,97.0,41.26,95.47,28.28,9.97,0.95,27.06
Delhi,2018-08-31,127.0,47.53,152.29,25.96,9.67,0.82,23.57
Delhi,2018-09-01,132.0,45.19,110.35,28.51,10.53,1.02,19.58
Delhi,2018-09-02,116.0,40.9,80.4,23.44,9.81,0.87,23.36
Delhi,2018-09-03,89.0,42.06,72.38,27.63,9.96,1.06,26.15
Delhi,2018-09-04,118.0,55.72,105.56,35.94,10.8,1.29,26.55
Delhi,2018-09-05,108.0,39.77,101.8,30.63,9.62,1.04,20.64
Delhi,2018-09-06,137.0,49.44,138.52,30.88,10.13,0.96,26.24
Delhi,2018-09-07,117.0,42.11,87.03,37.91,10.75,1.1,28.23
Delhi,2018-09-08,105.0,35.45,72.63,26.65,11.38,0.84,23.65
Delhi,2018-09-09,86.0,29.1,56.92,23.58,10.98,0.72,26.36
Delhi,2018-09-10,92.0,36.99,83.98,29.61,11.21,0.88,29.46
Delhi,2018-09-11,91.0,28.33,78.11,26.0,9.77,0.78,23.21
Delhi,2018-09-12,96.0,28.55,103.27,24.4,10.31,0.71,22.44
Delhi,2018-09-13,108.0,27.49,115.88,23.21,11.24,0.63,23.11
Delhi,2018-09-14,113.0,31.38,113.92,25.18,11.21,0.7,24.58
Delhi,2018-09-15,126.0,37.48,125.81,27.72,11.74,0.8,25.86
Delhi,2018-09-16,124.0,43.09,131.43,25.92,11.14,0.72,26.12
Delhi,2018-09-17,135.0,55.86,157.59,29.15,11.12,0.78,35.01
Delhi,2018-09-18,154.0,54.94,165.11,29.8,11.95,0.75,38.79
Delhi,2018-09-19,157.0,58.63,175.12,37.36,13.43,0.89,40.04
Delhi,2018-09-20,173.0,73.3,185.23,38.16,14.41,0.98,49.18
Delhi,2018-09-21,155.0,46.73,112.51,26.7,12.74,0.75,30.31
Delhi,2018-09-22,76.0,24.29,46.36,21.72,11.11,0.73,23.89
Delhi,2018-09-23,69.0,30.71,54.77,19.88,11.59,0.67,28.89
Delhi,2018-09-24,63.0,21.46,35.84,25.07,11.08,0.74,19.54
Delhi,2018-09-25,63.0,21.45,49.41,25.67,10.88,0.81,22.48
Delhi,2018-09-26,99.0,42.83,108.67,32.38,11.59,1.03,28.54
Delhi,2018-09-27,151.0,71.44,171.42,37.42,12.78,1.5,35.24
Delhi,2018-09-28,200.0,83.78,214.66,44.68,12.98,1.78,37.24
Delhi,2018-09-29,229.0,92.46,230.62,46.15,13.08,1.57,41.92
Delhi,2018-09-30,176.0,69.49,155.26,34.52,12.38,1.0,35.54
Delhi,2018-10-01,148.0,65.78,177.08,40.86,12.7,1.13,38.52
Delhi,2018-10-02,186.0,76.03,185.21,36.68,12.25,1.11,35.8
Delhi,2018-10-03,160.0,63.37,177.17,42.57,13.36,1.13,36.72
Delhi,2018-10-04,206.0,97.4,235.14,48.01,14.42,1.34,45.63
Delhi,2018-10-05,268.0,121.12,270.61,53.69,17.27,1.62,44.88
Delhi,2018-10-06,237.0,78.87,199.37,44.71,13.42,1.23,32.93
Delhi,2018-10-07,189.0,81.14,221.03,44.81,14.33,1.25,42.38
Delhi,2018-10-08,253.0,118.6,279.23,56.21,16.13,1.51,51.05
Delhi,2018-10-09,269.0,103.26,263.89,54.24,19.67,1.59,52.46
Delhi,2018-10-10,263.0,93.36,256.14,47.73,16.55,1.51,43.9
Delhi,2018-10-11,219.0,70.42,208.39,37.74,14.54,1.02,37.04
Delhi,2018-10-12,163.0,67.93,172.04,44.48,16.06,1.13,42.01
Delhi,2018-10-13,264.0,132.93,264.13,49.89,17.91,1.41,42.0
Delhi,2018-10-14,237.0,91.88,217.12,47.34,16.07,1.3,40.16
Delhi,2018-10-15,253.0,115.96,280.24,55.44,17.96,1.61,44.92
Delhi,2018-10-16,309.0,139.18,342.5,64.18,19.19,2.2,54.38
Delhi,2018-10-17,332.0,137.29,323.31,52.81,17.13,1.93,44.29
Delhi,2018-10-18,330.0,143.2,337.98,57.64,18.46,2.47,44.65
Delhi,2018-10-19,300.0,137.73,313.84,54.31,18.35,1.66,51.05
Delhi,2018-10-20,344.0,168.87,328.13,54.04,19.82,1.55,47.64
Delhi,2018-10-21,325.0,141.15,294.36,55.77,20.59,1.52,42.61
Delhi,2018-10-22,296.0,121.65,274.68,55.49,17.74,1.55,41.32
Delhi,2018-10-23,274.0,119.4,302.16,63.32,19.49,1.84,44.7
Delhi,2018-10-24,354.0,174.04,384.46,77.72,20.95,2.52,56.09
Delhi,2018-10-25,356.0,168.82,368.33,72.23,22.51,2.35,62.29
Delhi,2018-10-26,394.0,203.12,396.01,74.04,20.76,2.72,53.02
Delhi,2018-10-27,396.0,206.05,408.94,77.3,19.9,3.14,52.9
Delhi,2018-10-28,403.0,205.0,375.23,57.66,15.62,2.45,52.78
Delhi,2018-10-29,397.0,231.83,427.06,62.22,16.66,2.67,53.2
Delhi,2018-10-30,456.0,263.39,459.45,70.46,17.62,2.9,50.55
Delhi,2018-10-31,422.0,225.17,405.94,68.02,18.11,2.91,47.05
Delhi,2018-11-01,433.0,236.67,416.97,71.63,20.12,2.97,45.98
Delhi,2018-11-02,391.0,205.44,373.61,65.98,19.65,1.99,46.13
Delhi,2018-11-03,353.0,159.56,298.85,47.39,17.1,1.43,45.43
Delhi,2018-11-04,238.0,97.27,179.85,34.18,15.01,1.0,51.96
Delhi,2018-11-05,424.0,361.98,500.01,48.25,14.63,1.88,45.0
Delhi,2018-11-06,411.0,177.88,312.87,43.78,15.37,1.29,45.01
Delhi,2018-11-07,317.0,175.43,300.54,45.14,19.39,1.44,51.22
Delhi,2018-11-08,452.0,420.3,509.73,64.57,26.52,2.45,38.35
Delhi,2018-11-09,487.0,300.91,440.76,68.25,17.41,2.65,47.94
Delhi,2018-11-10,430.0,288.86,447.4,79.5,18.01,3.01,42.55
Delhi,2018-11-11,454.0,256.68,425.12,70.55,16.2,2.89,51.68
Delhi,2018-11-12,437.0,271.7,464.28,71.88,17.4,2.85,53.37
Delhi,2018-11-13,454.0,265.06,441.43,74.72,18.72,2.74,37.8
Delhi,2018-11-14,361.0,136.2,225.77,59.36,16.02,1.68,31.95
Delhi,2018-11-15,251.0,98.53,175.95,47.83,15.03,1.29,32.95
Delhi,2018-11-16,302.0,138.49,230.56,42.41,14.2,1.24,40.74
Delhi,2018-11-17,292.0,135.21,255.42,51.93,14.37,1.6,36.97
Delhi,2018-11-18,330.0,166.43,313.67,61.82,16.29,2.0,39.51
Delhi,2018-11-19,340.0,179.79,319.12,56.73,16.32,1.56,51.15
Delhi,2018-11-20,367.0,224.1,374.77,63.96,16.11,2.04,46.03
Delhi,2018-11-21,396.0,209.96,349.54,63.79,14.22,1.79,40.22
Delhi,2018-11-22,317.0,139.02,292.92,74.93,16.89,2.09,37.22
Delhi,2018-11-23,356.0,187.85,331.22,61.06,16.39,2.04,40.01
Delhi,2018-11-24,296.0,107.73,223.33,46.57,15.12,1.34,37.48
Delhi,2018-11-25,266.0,133.62,268.83,58.16,16.56,1.72,37.17
Delhi,2018-11-26,349.0,200.69,362.41,68.3,20.11,2.43,39.8
Delhi,2018-11-27,396.0,205.53,378.23,78.94,18.31,3.32,34.02
Delhi,2018-11-28,363.0,193.1,356.12,69.6,15.96,2.85,34.61
Delhi,2018-11-29,384.0,205.17,363.12,63.68,12.76,2.52,35.79
Delhi,2018-11-30,365.0,190.36,340.56,56.74,13.69,1.96,35.79
Delhi,2018-12-01,335.0,147.48,297.66,56.43,14.4,1.91,35.45
Delhi,2018-12-02,329.0,164.63,331.5,67.18,16.62,2.77,39.35
Delhi,2018-12-03,356.0,178.87,356.2,66.91,16.52,2.74,38.44
Delhi,2018-12-04,394.0,211.57,393.74,74.17,16.28,3.17,38.12
Delhi,2018-12-05,374.0,181.62,345.32,65.87,15.89,2.59,32.33
Delhi,2018-12-06,385.0,218.06,395.33,71.73,16.49,3.04,40.87
Delhi,2018-12-07,376.0,193.81,353.86,54.83,14.11,2.09,32.45
Delhi,2018-12-08,366.0,202.83,358.72,59.06,15.47,2.2,37.6
Delhi,2018-12-09,389.0,226.35,388.23,65.3,18.08,2.67,39.85
Delhi,2018-12-10,431.0,264.63,453.77,66.58,16.74,2.75,42.51
Delhi,2018-12-11,464.0,274.97,461.98,68.87,15.49,2.78,41.9
Delhi,2018-12-12,443.0,209.63,327.23,55.1,14.64,1.95,36.34
Delhi,2018-12-13,264.0,94.29,162.44,42.59,13.07,1.21,24.89
Delhi,2018-12-14,248.0,113.42,196.85,45.22,12.5,1.22,27.74
Delhi,2018-12-15,274.0,122.69,211.8,47.31,13.34,1.22,29.58
Delhi,2018-12-16,295.0,150.28,252.01,50.86,15.76,1.42,32.7
Delhi,2018-12-17,338.0,182.78,322.5,58.08,16.14,1.93,32.85
Delhi,2018-12-18,370.0,204.08,339.38,61.34,17.76,1.78,37.13
Delhi,2018-12-19,370.0,205.22,351.7,63.77,17.41,1.92,37.05
Delhi,2018-12-20,423.0,258.1,429.33,68.97,17.68,2.64,40.5
Delhi,2018-12-21,422.0,252.2,403.18,66.03,15.9,2.22,38.38
Delhi,2018-12-22,468.0,326.79,502.83,78.71,18.47,2.59,44.98
Delhi,2018-12-23,557.0,401.58,560.68,77.63,18.21,3.36,50.65
Delhi,2018-12-24,577.0,378.68,546.59,75.26,17.86,3.36,43.25
Delhi,2018-12-25,475.0,268.2,399.37,61.2,14.14,1.9,36.37
Delhi,2018-12-26,405.0,241.0,366.1,65.2,15.37,1.99,39.09
Delhi,2018-12-27,458.0,290.1,453.45,78.43,18.03,2.87,40.96
Delhi,2018-12-28,413.0,249.23,387.84,60.59,14.8,1.66,37.38
Delhi,2018-12-29,420.0,248.12,399.14,64.97,16.49,1.96,39.29
Delhi,2018-12-30,484.0,336.42,503.99,76.89,19.91,2.94,42.87
Delhi,2018-12-31,509.0,319.69,494.51,70.54,17.38,2.7,41.44
Delhi,2019-01-01,475.0,287.34,461.02,69.46,17.77,2.54,39.58
Delhi,2019-01-02,501.0,331.2,515.72,75.06,18.27,2.78,43.3
Delhi,2019-01-03,537.0,355.4,519.34,66.2,15.12,2.55,39.77
Delhi,2019-01-04,432.0,246.46,388.79,57.53,13.22,2.01,28.75
Delhi,2019-01-05,440.0,262.53,411.49,60.35,15.59,2.23,36.33
Delhi,2019-01-06,371.0,174.26,254.66,51.94,13.65,1.49,31.48
Delhi,2019-01-07,331.0,181.74,283.88,52.45,15.49,1.57,27.11
Delhi,2019-01-08,340.0,156.26,242.02,48.95,14.67,1.31,27.37
Delhi,2019-01-09,321.0,143.66,238.94,49.49,15.09,1.3,30.9
Delhi,2019-01-10,317.0,165.95,278.87,58.22,16.81,1.75,30.92
Delhi,2019-01-11,401.0,278.95,432.2,76.71,20.03,2.9,35.61
Delhi,2019-01-12,482.0,311.03,465.89,85.14,17.81,3.11,39.78
Delhi,2019-01-13,464.0,272.45,403.32,66.11,17.83,2.36,37.53
Delhi,2019-01-14,320.0,94.44,173.94,42.16,15.05,1.04,31.33
Delhi,2019-01-15,248.0,134.57,229.1,52.45,17.09,1.37,29.85
Delhi,2019-01-16,383.0,271.96,424.07,83.75,20.35,2.58,33.75
Delhi,2019-01-17,515.0,358.91,519.49,84.74,19.63,3.13,39.76
Delhi,2019-01-18,437.0,237.22,364.61,68.58,14.7,2.06,30.35
Delhi,2019-01-19,411.0,262.68,402.21,77.9,18.07,2.35,34.75
Delhi,2019-01-20,480.0,314.59,478.43,106.04,20.98,3.66,45.03
Delhi,2019-01-21,413.0,175.49,289.4,63.04,16.82,1.83,32.77
Delhi,2019-01-22,174.0,53.25,72.61,38.56,11.87,1.01,27.01
Delhi,2019-01-23,186.0,135.68,211.71,48.14,14.17,1.62,26.51
Delhi,2019-01-24,328.0,130.59,218.93,44.11,15.29,1.44,30.57
Delhi,2019-01-25,188.0,81.2,136.43,40.03,14.62,1.01,30.01
Delhi,2019-01-26,231.0,101.61,169.32,38.43,14.48,0.98,35.41
Delhi,2019-01-27,275.0,136.47,217.45,45.27,15.89,1.1,33.34
Delhi,2019-01-28,301.0,126.48,212.42,49.13,15.76,1.06,33.6
Delhi,2019-01-29,297.0,142.0,235.85,51.47,18.56,1.24,33.83
Delhi,2019-01-30,342.0,206.14,334.21,63.7,24.75,1.76,35.84
Delhi,2019-01-31,397.0,204.25,335.07,65.7,20.48,1.9,37.52
Delhi,2019-02-01,329.0,178.68,265.65,50.75,17.83,1.34,33.12
Delhi,2019-02-02,338.0,177.32,266.3,35.89,11.55,1.24,30.88
Delhi,2019-02-03,323.0,131.1,209.41,34.53,11.7,1.32,29.44
Delhi,2019-02-04,301.0,144.62,248.49,52.85,14.06,1.81,33.42
Delhi,2019-02-05,398.0,256.33,408.32,75.89,22.38,2.95,46.33
Delhi,2019-02-06,380.0,177.25,270.92,50.55,15.59,1.64,34.4
Delhi,2019-02-07,233.0,65.65,107.83,30.8,11.12,0.84,30.25
Delhi,2019-02-08,136.0,72.29,156.6,39.24,12.66,0.94,30.59
Delhi,2019-02-09,169.0,82.5,165.94,38.31,13.25,0.96,33.55
Delhi,2019-02-10,277.0,143.31,255.47,49.26,16.41,1.36,33.03
Delhi,2019-02-11,332.0,173.61,304.98,58.56,17.52,1.78,37.03
Delhi,2019-02-12,357.0,208.64,357.36,66.37,19.93,2.09,43.29
Delhi,2019-02-13,372.0,198.26,336.99,70.04,18.61,1.94,43.36
Delhi,2019-02-14,350.0,153.73,237.08,53.15,14.53,1.42,32.61
Delhi,2019-02-15,275.0,123.46,194.76,44.28,15.38,1.22,28.15
Delhi,2019-02-16,288.0,112.34,181.64,33.33,12.92,1.13,26.45
Delhi,2019-02-17,247.0,99.27,180.93,42.59,15.14,1.09,34.81
Delhi,2019-02-18,278.0,109.11,215.05,56.12,16.78,1.18,33.69
Delhi,2019-02-19,232.0,126.12,229.75,55.44,15.93,1.56,36.66
Delhi,2019-02-20,305.0,102.3,185.4,51.88,17.16,1.4,23.68
Delhi,2019-02-21,158.0,73.33,178.07,47.15,20.1,1.37,34.41
Delhi,2019-02-22,191.0,73.9,147.86,33.95,13.94,1.07,28.45
Delhi,2019-02-23,116.0,56.51,115.07,36.12,15.66,0.85,37.26
Delhi,2019-02-24,169.0,89.34,161.89,46.26,18.99,1.03,38.02
Delhi,2019-02-25,221.0,92.36,172.59,53.86,18.07,1.24,42.49
Delhi,2019-02-26,144.0,59.97,120.3,50.31,16.88,0.95,32.19
Delhi,2019-02-27,112.0,47.18,91.52,35.07,12.52,0.79,31.38
Delhi,2019-02-28,198.0,96.38,180.46,45.02,16.98,1.25,35.95
Delhi,2019-03-01,222.0,93.83,181.26,48.87,15.81,1.17,37.75
Delhi,2019-03-02,227.0,109.6,182.54,62.05,17.96,1.36,25.07
Delhi,2019-03-03,172.0,62.92,105.16,40.61,13.48,1.16,33.59
Delhi,2019-03-04,217.0,105.93,180.84,40.1,14.75,1.54,38.13
Delhi,2019-03-05,173.0,68.86,135.4,40.05,14.26,1.01,36.3
Delhi,2019-03-06,189.0,83.45,168.32,45.3,15.16,1.25,33.71
Delhi,2019-03-07,228.0,104.61,212.7,51.9,16.39,1.48,39.32
Delhi,2019-03-08,220.0,92.07,199.28,51.75,17.44,1.27,37.86
Delhi,2019-03-09,194.0,73.31,162.18,40.84,17.3,0.99,33.51
Delhi,2019-03-10,157.0,73.98,163.8,44.17,16.36,0.96,44.11
Delhi,2019-03-11,190.0,82.17,205.43,52.91,18.44,1.24,42.09
Delhi,2019-03-12,149.0,57.28,129.4,37.45,13.82,0.93,37.15
Delhi,2019-03-13,168.0,89.17,231.19,57.03,22.48,1.27,33.94
Delhi,2019-03-14,281.0,111.2,217.74,48.81,17.54,1.36,28.81
Delhi,2019-03-15,183.0,74.88,144.35,41.27,16.21,1.0,33.4
Delhi,2019-03-16,143.0,68.64,140.6,40.6,15.72,0.92,43.66
Delhi,2019-03-17,198.0,93.61,184.01,46.88,19.96,1.07,42.0
Delhi,2019-03-18,221.0,100.32,202.01,50.33,20.36,1.19,43.21
Delhi,2019-03-19,239.0,103.77,227.07,55.47,20.72,1.29,40.14
Delhi,2019-03-20,234.0,89.82,237.61,54.67,21.42,1.35,40.41
Delhi,2019-03-21,272.0,112.29,197.17,34.63,19.99,1.34,46.64
Delhi,2019-03-22,141.0,38.43,119.87,32.19,16.06,0.74,46.73
Delhi,2019-03-23,131.0,55.62,138.56,34.57,17.52,0.89,52.24
Delhi,2019-03-24,126.0,53.28,133.47,34.25,19.06,0.82,42.57
